L I	L III	L II(Calc.)
-0.0506592	-0.0149536	-0.0656128
-0.0491333	-0.0180054	-0.0671387
-0.0466919	-0.020752	-0.0674438
-0.0445557	-0.0231934	-0.067749
-0.0442505	-0.0250244	-0.0692749
-0.0457764	-0.0244141	-0.0701904
-0.0457764	-0.022583	-0.0683594
-0.0457764	-0.0189209	-0.0646973
-0.0476074	-0.0125122	-0.0601196
-0.0518799	-0.00518799	-0.0570679
-0.0558472	0.000305176	-0.055542
-0.0518799	0.000915527	-0.0509644
-0.0439453	-0.00152588	-0.0454712
-0.0378418	-0.00457764	-0.0424194
-0.0335693	-0.0088501	-0.0424194
-0.0283813	-0.015564	-0.0439453
-0.0204468	-0.0250244	-0.0454712
-0.012207	-0.0360107	-0.0482178
-0.00610352	-0.0457764	-0.0518799
-0.00366211	-0.0524902	-0.0561523
-0.00427246	-0.0558472	-0.0601196
-0.00976563	-0.0552368	-0.0650024
-0.0195313	-0.0509644	-0.0704956
-0.0308228	-0.0448608	-0.0756836
-0.0393677	-0.038147	-0.0775146
-0.0460815	-0.0305176	-0.0765991
-0.0506592	-0.0228882	-0.0735474
-0.0500488	-0.0170898	-0.0671387
-0.0466919	-0.012207	-0.0588989
-0.0430298	-0.00793457	-0.0509644
-0.0372314	-0.00610352	-0.043335
-0.0308228	-0.00549316	-0.0363159
-0.0253296	-0.00549316	-0.0308228
-0.0231934	-0.00396729	-0.0271606
-0.0234985	-0.00244141	-0.0259399
-0.0244141	-0.00488281	-0.0292969
-0.0280762	-0.0088501	-0.0369263
-0.0375366	-0.00946045	-0.0469971
-0.0476074	-0.00671387	-0.0543213
-0.0570679	-0.00152588	-0.0585938
-0.0628662	0.000915527	-0.0619507
-0.0650024	0.000610352	-0.0643921
-0.0668335	0.0012207	-0.0656128
-0.067749	0.00274658	-0.0650024
-0.0671387	0.00457764	-0.062561
-0.0662231	0.00671387	-0.0595093
-0.0631714	0.00671387	-0.0564575
-0.0576782	0.00366211	-0.0540161
-0.0515747	-0.000610352	-0.0521851
-0.0466919	-0.00366211	-0.050354
-0.0454712	-0.00396729	-0.0494385
-0.0454712	-0.00335693	-0.0488281
-0.0427246	-0.00518799	-0.0479126
-0.0384521	-0.00762939	-0.0460815
-0.0350952	-0.0088501	-0.0439453
-0.03479	-0.00793457	-0.0427246
-0.0369263	-0.00732422	-0.0442505
-0.0363159	-0.00762939	-0.0439453
-0.0308228	-0.0106812	-0.0415039
-0.0234985	-0.015564	-0.0390625
-0.0189209	-0.0204468	-0.0393677
-0.0186157	-0.0234985	-0.0421143
-0.0204468	-0.0244141	-0.0448608
-0.0228882	-0.0228882	-0.0457764
-0.0250244	-0.0195313	-0.0445557
-0.0280762	-0.0137329	-0.0418091
-0.0338745	-0.00640869	-0.0402832
-0.0421143	0.000305176	-0.0418091
-0.0488281	0.00457764	-0.0442505
-0.050354	0.00549316	-0.0448608
-0.0497437	0.00549316	-0.0442505
-0.0479126	0.00396729	-0.0439453
-0.0436401	0.000305176	-0.043335
-0.0375366	-0.00579834	-0.043335
-0.032959	-0.0137329	-0.0466919
-0.0305176	-0.0210571	-0.0515747
-0.0241089	-0.0271606	-0.0512695
-0.0143433	-0.0308228	-0.045166
-0.00701904	-0.0323486	-0.0393677
-0.00671387	-0.0296021	-0.0363159
-0.0131226	-0.0216675	-0.03479
-0.017395	-0.0128174	-0.0302124
-0.015564	-0.00671387	-0.0222778
-0.0128174	-0.00183105	-0.0146484
-0.0158691	0.00488281	-0.0109863
-0.022583	0.0128174	-0.00976563
-0.0271606	0.0180054	-0.00915527
-0.0296021	0.0192261	-0.010376
-0.0332642	0.0201416	-0.0131226
-0.0387573	0.0216675	-0.0170898
-0.0424194	0.0198364	-0.022583
-0.0415039	0.0137329	-0.027771
-0.0372314	0.00732422	-0.0299072
-0.0341797	0.00518799	-0.0289917
-0.0302124	0.00335693	-0.0268555
-0.0231934	-0.0012207	-0.0244141
-0.0125122	-0.00579834	-0.0183105
0.0012207	-0.0100708	-0.0088501
0.0137329	-0.0140381	-0.000305176
0.0204468	-0.0152588	0.00518799
0.0250244	-0.0164795	0.00854492
0.0286865	-0.0177002	0.0109863
0.0311279	-0.0183105	0.0128174
0.0320435	-0.017395	0.0146484
0.0323486	-0.0180054	0.0143433
0.0335693	-0.0216675	0.0119019
0.0338745	-0.0259399	0.00793457
0.0302124	-0.0268555	0.00335693
0.0244141	-0.0259399	-0.00152588
0.0189209	-0.0244141	-0.00549316
0.0143433	-0.0231934	-0.0088501
0.0128174	-0.0228882	-0.0100708
0.012207	-0.022583	-0.010376
0.00946045	-0.0204468	-0.0109863
0.00579834	-0.0170898	-0.0112915
0.00305176	-0.0146484	-0.0115967
0.00152588	-0.0131226	-0.0115967
0.000305176	-0.0137329	-0.0134277
0	-0.0167847	-0.0167847
0.00152588	-0.0210571	-0.0195313
0.00366211	-0.0247192	-0.0210571
0.00549316	-0.0286865	-0.0231934
0.00671387	-0.0341797	-0.0274658
0.00579834	-0.039978	-0.0341797
0.00183105	-0.0436401	-0.0418091
-0.00396729	-0.0457764	-0.0497437
-0.0131226	-0.0454712	-0.0585938
-0.0274658	-0.0405884	-0.0680542
-0.043335	-0.0350952	-0.0784302
-0.0585938	-0.0302124	-0.0888062
-0.0726318	-0.0250244	-0.0976563
-0.0787354	-0.0213623	-0.100098
-0.0747681	-0.0192261	-0.0939941
-0.0680542	-0.0183105	-0.0863647
-0.0585938	-0.0204468	-0.0790405
-0.0473022	-0.0247192	-0.0720215
-0.0363159	-0.0274658	-0.0637817
-0.0271606	-0.0286865	-0.0558472
-0.0128174	-0.0335693	-0.0463867
0.00335693	-0.0405884	-0.0372314
0.0128174	-0.0463867	-0.0335693
0.0143433	-0.0500488	-0.0357056
0.010376	-0.0524902	-0.0421143
0.0012207	-0.0515747	-0.050354
-0.0088501	-0.0488281	-0.0576782
-0.0177002	-0.0457764	-0.0634766
-0.0238037	-0.0430298	-0.0668335
-0.0271606	-0.0405884	-0.067749
-0.0289917	-0.0378418	-0.0668335
-0.0311279	-0.0344849	-0.0656128
-0.03479	-0.0292969	-0.0640869
-0.0396729	-0.0234985	-0.0631714
-0.0469971	-0.0161743	-0.0631714
-0.0534058	-0.0115967	-0.0650024
-0.057373	-0.0100708	-0.0674438
-0.057373	-0.012207	-0.0695801
-0.0540161	-0.0164795	-0.0704956
-0.0469971	-0.0231934	-0.0701904
-0.0350952	-0.0332642	-0.0683594
-0.0201416	-0.0427246	-0.0628662
-0.00671387	-0.0448608	-0.0515747
0.00793457	-0.0411987	-0.0332642
0.027771	-0.0344849	-0.00671387
0.0521851	-0.0234985	0.0286865
0.0827026	-0.00915527	0.0735474
0.12146	0.00762939	0.129089
0.163269	0.0296021	0.192871
0.19928	0.0610352	0.260315
0.227966	0.100403	0.328369
0.253906	0.140686	0.394592
0.276184	0.179443	0.455627
0.290222	0.213623	0.503845
0.289307	0.242004	0.531311
0.269165	0.265198	0.534363
0.228577	0.284729	0.513306
0.169678	0.299988	0.469666
0.098877	0.307007	0.405884
0.0241089	0.301819	0.325928
-0.0497437	0.284424	0.23468
-0.116272	0.255432	0.13916
-0.169678	0.217896	0.0482178
-0.20874	0.176697	-0.0320435
-0.232239	0.133972	-0.0982666
-0.239258	0.0909424	-0.148315
-0.229797	0.0497437	-0.180054
-0.209045	0.0125122	-0.196533
-0.179443	-0.0195313	-0.198975
-0.146179	-0.0445557	-0.190735
-0.115967	-0.0616455	-0.177612
-0.088501	-0.0708008	-0.159302
-0.0640869	-0.0735474	-0.137634
-0.0479126	-0.071106	-0.119019
-0.0405884	-0.0653076	-0.105896
-0.038147	-0.0579834	-0.0961304
-0.0354004	-0.050354	-0.0857544
-0.0338745	-0.0408936	-0.0747681
-0.0375366	-0.0274658	-0.0650024
-0.0408936	-0.0164795	-0.057373
-0.043335	-0.0088501	-0.0521851
-0.0494385	0.000915527	-0.0485229
-0.0549316	0.00823975	-0.0466919
-0.0543213	0.0088501	-0.0454712
-0.0497437	0.00488281	-0.0448608
-0.0463867	0.000915527	-0.0454712
-0.0442505	-0.00274658	-0.0469971
-0.0408936	-0.00762939	-0.0485229
-0.0363159	-0.0134277	-0.0497437
-0.0308228	-0.0201416	-0.0509644
-0.0241089	-0.0283813	-0.0524902
-0.0183105	-0.03479	-0.0531006
-0.0152588	-0.038147	-0.0534058
-0.0161743	-0.0372314	-0.0534058
-0.0204468	-0.0323486	-0.0527954
-0.0219727	-0.027771	-0.0497437
-0.0192261	-0.0271606	-0.0463867
-0.0167847	-0.0274658	-0.0442505
-0.0183105	-0.0253296	-0.0436401
-0.020752	-0.022583	-0.043335
-0.0204468	-0.0216675	-0.0421143
-0.0177002	-0.022583	-0.0402832
-0.0152588	-0.0241089	-0.0393677
-0.0137329	-0.0256348	-0.0393677
-0.0189209	-0.0241089	-0.0430298
-0.0292969	-0.0213623	-0.0506592
-0.03479	-0.0210571	-0.0558472
-0.0311279	-0.0219727	-0.0531006
-0.0262451	-0.0228882	-0.0491333
-0.0231934	-0.0231934	-0.0463867
-0.020752	-0.0238037	-0.0445557
-0.0183105	-0.0238037	-0.0421143
-0.0143433	-0.0238037	-0.038147
-0.00610352	-0.0250244	-0.0311279
0.00427246	-0.0283813	-0.0241089
0.012207	-0.0335693	-0.0213623
0.00854492	-0.0338745	-0.0253296
-0.00579834	-0.0283813	-0.0341797
-0.015564	-0.0244141	-0.039978
-0.0161743	-0.0250244	-0.0411987
-0.0161743	-0.0253296	-0.0415039
-0.0189209	-0.0250244	-0.0439453
-0.0231934	-0.0234985	-0.0466919
-0.0244141	-0.0219727	-0.0463867
-0.0198364	-0.0210571	-0.0408936
-0.0143433	-0.0195313	-0.0338745
-0.00915527	-0.0170898	-0.0262451
-0.000915527	-0.0183105	-0.0192261
0.00732422	-0.0216675	-0.0143433
0.0131226	-0.0241089	-0.0109863
0.017395	-0.0268555	-0.00946045
0.0192261	-0.0296021	-0.010376
0.0201416	-0.0338745	-0.0137329
0.0216675	-0.0396729	-0.0180054
0.0238037	-0.045166	-0.0213623
0.0271606	-0.0500488	-0.0228882
0.0311279	-0.0543213	-0.0231934
0.0357056	-0.0579834	-0.0222778
0.0378418	-0.0585938	-0.020752
0.0372314	-0.055542	-0.0183105
0.03479	-0.0497437	-0.0149536
0.0326538	-0.0439453	-0.0112915
0.0320435	-0.039978	-0.00793457
0.0366211	-0.0402832	-0.00366211
0.0439453	-0.0421143	0.00183105
0.0506592	-0.0445557	0.00610352
0.0558472	-0.0473022	0.00854492
0.0613403	-0.0500488	0.0112915
0.0680542	-0.0552368	0.0128174
0.078125	-0.0634766	0.0146484
0.0891113	-0.071106	0.0180054
0.0958252	-0.0738525	0.0219727
0.100708	-0.0738525	0.0268555
0.107727	-0.0738525	0.0338745
0.114441	-0.0726318	0.0418091
0.119629	-0.0701904	0.0494385
0.123901	-0.0668335	0.0570679
0.128174	-0.0628662	0.0653076
0.132141	-0.0595093	0.0726318
0.135498	-0.0570679	0.0784302
0.137329	-0.0549316	0.0823975
0.137939	-0.0521851	0.0857544
0.137939	-0.0506592	0.0872803
0.136719	-0.0497437	0.0869751
0.133057	-0.0476074	0.0854492
0.131531	-0.0457764	0.0857544
0.132446	-0.0445557	0.0878906
0.134277	-0.045166	0.0891113
0.133362	-0.045166	0.0881958
0.130615	-0.0396729	0.0909424
0.126648	-0.0326538	0.0939941
0.124207	-0.027771	0.0964355
0.123901	-0.0238037	0.100098
0.12146	-0.0170898	0.10437
0.117188	-0.00823975	0.108948
0.115967	-0.00183105	0.114136
0.117188	0.000915527	0.118103
0.117798	0.0012207	0.119019
0.117188	0.00152588	0.118713
0.119934	-0.0012207	0.118713
0.127258	-0.00946045	0.117798
0.130005	-0.0149536	0.115051
0.12085	-0.0119019	0.108948
0.104065	-0.00335693	0.100708
0.0878906	0.00305176	0.0909424
0.0772095	0.00335693	0.0805664
0.0674438	0.00274658	0.0701904
0.0534058	0.00671387	0.0601196
0.0366211	0.0140381	0.0506592
0.0198364	0.0213623	0.0411987
0.00610352	0.0259399	0.0320435
-0.00152588	0.0247192	0.0231934
-0.00335693	0.0183105	0.0149536
-0.00335693	0.010376	0.00701904
-0.00427246	0.00396729	-0.000305176
-0.00549316	-0.000610352	-0.00610352
-0.00640869	-0.00427246	-0.0106812
-0.00732422	-0.00823975	-0.015564
-0.00915527	-0.0115967	-0.020752
-0.0128174	-0.0128174	-0.0256348
-0.0198364	-0.0112915	-0.0311279
-0.027771	-0.00793457	-0.0357056
-0.032959	-0.00579834	-0.0387573
-0.0366211	-0.00549316	-0.0421143
-0.0421143	-0.00549316	-0.0476074
-0.0497437	-0.00244141	-0.0521851
-0.0561523	0.000915527	-0.0552368
-0.0613403	0.00213623	-0.0592041
-0.0671387	0.00213623	-0.0650024
-0.0701904	0.000915527	-0.0692749
-0.0692749	-0.000915527	-0.0701904
-0.0668335	-0.00366211	-0.0704956
-0.0653076	-0.00640869	-0.0717163
-0.0662231	-0.00854492	-0.0747681
-0.0689697	-0.00701904	-0.0759888
-0.0765991	0.00274658	-0.0738525
-0.0857544	0.0140381	-0.0717163
-0.0894165	0.0186157	-0.0708008
-0.0875854	0.0180054	-0.0695801
-0.0854492	0.0183105	-0.0671387
-0.0863647	0.0201416	-0.0662231
-0.0875854	0.0213623	-0.0662231
-0.0811768	0.0180054	-0.0631714
-0.0692749	0.00915527	-0.0601196
-0.0582886	-0.00183105	-0.0601196
-0.0509644	-0.0119019	-0.0628662
-0.0454712	-0.0198364	-0.0653076
-0.0402832	-0.0265503	-0.0668335
-0.0357056	-0.0320435	-0.067749
-0.0335693	-0.0332642	-0.0668335
-0.0369263	-0.0289917	-0.065918
-0.0427246	-0.022583	-0.0653076
-0.0473022	-0.0170898	-0.0643921
-0.0500488	-0.0131226	-0.0631714
-0.0515747	-0.0088501	-0.0604248
-0.0537109	-0.00366211	-0.057373
-0.0552368	0.000915527	-0.0543213
-0.0558472	0.00305176	-0.0527954
-0.0564575	0.00366211	-0.0527954
-0.0576782	0.00305176	-0.0546265
-0.0604248	0.00183105	-0.0585938
-0.0640869	0.00152588	-0.062561
-0.0674438	0.00366211	-0.0637817
-0.0686646	0.00579834	-0.0628662
-0.0683594	0.00640869	-0.0619507
-0.0674438	0.00549316	-0.0619507
-0.0665283	0.00427246	-0.0622559
-0.065918	0.00457764	-0.0613403
-0.0653076	0.00732422	-0.0579834
-0.0637817	0.0100708	-0.0537109
-0.0619507	0.0115967	-0.050354
-0.0601196	0.0106812	-0.0494385
-0.0564575	0.00610352	-0.050354
-0.0521851	-0.000305176	-0.0524902
-0.0500488	-0.00488281	-0.0549316
-0.0515747	-0.00335693	-0.0549316
-0.0521851	-0.000610352	-0.0527954
-0.0518799	-0.000305176	-0.0521851
-0.0476074	-0.00366211	-0.0512695
-0.0393677	-0.00823975	-0.0476074
-0.0390625	-0.00549316	-0.0445557
-0.0506592	0.00579834	-0.0448608
-0.0622559	0.0167847	-0.0454712
-0.0637817	0.0198364	-0.0439453
-0.0576782	0.0170898	-0.0405884
-0.0512695	0.0131226	-0.038147
-0.0515747	0.0137329	-0.0378418
-0.0561523	0.0170898	-0.0390625
-0.0543213	0.0143433	-0.039978
-0.0454712	0.00488281	-0.0405884
-0.0357056	-0.00549316	-0.0411987
-0.0250244	-0.0143433	-0.0393677
-0.0134277	-0.0213623	-0.03479
-0.00640869	-0.0262451	-0.0326538
-0.00396729	-0.0280762	-0.0320435
-0.00305176	-0.0274658	-0.0305176
-0.00427246	-0.0253296	-0.0296021
-0.00671387	-0.0216675	-0.0283813
-0.00946045	-0.0180054	-0.0274658
-0.012207	-0.0140381	-0.0262451
-0.0164795	-0.0100708	-0.0265503
-0.0219727	-0.00640869	-0.0283813
-0.0274658	-0.00366211	-0.0311279
-0.0302124	-0.00244141	-0.0326538
-0.0296021	-0.00274658	-0.0323486
-0.0283813	-0.00457764	-0.032959
-0.0259399	-0.00762939	-0.0335693
-0.0241089	-0.00976563	-0.0338745
-0.0228882	-0.0112915	-0.0341797
-0.0231934	-0.0112915	-0.0344849
-0.0238037	-0.00976563	-0.0335693
-0.0247192	-0.00701904	-0.0317383
-0.0274658	-0.00305176	-0.0305176
-0.0314331	0.000610352	-0.0308228
-0.0360107	0.00366211	-0.0323486
-0.0439453	0.00762939	-0.0363159
-0.0527954	0.0125122	-0.0402832
-0.0570679	0.0152588	-0.0418091
-0.0579834	0.0164795	-0.0415039
-0.0582886	0.0183105	-0.039978
-0.0561523	0.017395	-0.0387573
-0.0534058	0.015564	-0.0378418
-0.0506592	0.0137329	-0.0369263
-0.045166	0.00946045	-0.0357056
-0.0372314	0.00183105	-0.0354004
-0.0323486	-0.00457764	-0.0369263
-0.0320435	-0.00701904	-0.0390625
-0.032959	-0.00915527	-0.0421143
-0.0305176	-0.0134277	-0.0439453
-0.027771	-0.0183105	-0.0460815
-0.0274658	-0.0204468	-0.0479126
-0.0289917	-0.0201416	-0.0491333
-0.0320435	-0.017395	-0.0494385
-0.0354004	-0.0137329	-0.0491333
-0.0357056	-0.0109863	-0.0466919
-0.0344849	-0.0088501	-0.043335
-0.0326538	-0.00701904	-0.0396729
-0.0317383	-0.00518799	-0.0369263
-0.0323486	-0.00335693	-0.0357056
-0.0344849	-0.0012207	-0.0357056
-0.0360107	-0.000305176	-0.0363159
-0.0375366	-0.000610352	-0.038147
-0.0402832	-0.00152588	-0.0418091
-0.0430298	-0.00244141	-0.0454712
-0.0430298	-0.00335693	-0.0463867
-0.0405884	-0.00396729	-0.0445557
-0.038147	-0.00305176	-0.0411987
-0.0378418	-0.000915527	-0.0387573
-0.0390625	0.00152588	-0.0375366
-0.0393677	0.00335693	-0.0360107
-0.0390625	0.00488281	-0.0341797
-0.0378418	0.00610352	-0.0317383
-0.0366211	0.00732422	-0.0292969
-0.038147	0.00854492	-0.0296021
-0.0402832	0.00976563	-0.0305176
-0.045166	0.0109863	-0.0341797
-0.0527954	0.012207	-0.0405884
-0.0570679	0.0128174	-0.0442505
-0.0546265	0.0115967	-0.0430298
-0.0500488	0.00915527	-0.0408936
-0.0479126	0.00793457	-0.039978
-0.0469971	0.00793457	-0.0390625
-0.0457764	0.0088501	-0.0369263
-0.045166	0.0125122	-0.0326538
-0.0445557	0.0158691	-0.0286865
-0.0418091	0.0167847	-0.0250244
-0.038147	0.015564	-0.022583
-0.0378418	0.015564	-0.0222778
-0.0408936	0.0158691	-0.0250244
-0.0463867	0.0167847	-0.0296021
-0.057373	0.0234985	-0.0338745
-0.0762939	0.0363159	-0.039978
-0.0912476	0.045166	-0.0460815
-0.0909424	0.0411987	-0.0497437
-0.0799561	0.0299072	-0.0500488
-0.0683594	0.0201416	-0.0482178
-0.06073	0.015564	-0.045166
-0.0543213	0.0143433	-0.039978
-0.0448608	0.0112915	-0.0335693
-0.0296021	0.00335693	-0.0262451
-0.0109863	-0.00762939	-0.0186157
0.00518799	-0.017395	-0.012207
0.0149536	-0.0216675	-0.00671387
0.0177002	-0.020752	-0.00305176
0.0149536	-0.0161743	-0.0012207
0.00976563	-0.00976563	0
0.000610352	-0.00274658	-0.00213623
-0.0100708	0.00366211	-0.00640869
-0.0158691	0.00854492	-0.00732422
-0.0167847	0.0119019	-0.00488281
-0.0161743	0.0137329	-0.00244141
-0.0149536	0.0143433	-0.000610352
-0.0125122	0.0146484	0.00213623
-0.00854492	0.0152588	0.00671387
-0.00427246	0.0158691	0.0115967
-0.000610352	0.0164795	0.0158691
0.00183105	0.0170898	0.0189209
0.0012207	0.017395	0.0186157
-0.00335693	0.0177002	0.0143433
-0.00549316	0.0177002	0.012207
-0.00366211	0.0183105	0.0146484
-0.00244141	0.0189209	0.0164795
-0.00305176	0.0198364	0.0167847
-0.00335693	0.0195313	0.0161743
-0.00152588	0.0186157	0.0170898
0.00152588	0.0170898	0.0186157
0.00427246	0.0158691	0.0201416
0.00640869	0.0152588	0.0216675
0.00793457	0.0140381	0.0219727
0.00579834	0.0137329	0.0195313
0.00274658	0.0134277	0.0161743
0.0012207	0.00976563	0.0109863
-0.00305176	0.00671387	0.00366211
-0.0125122	0.00793457	-0.00457764
-0.0189209	0.00946045	-0.00946045
-0.020752	0.0088501	-0.0119019
-0.0189209	0.00549316	-0.0134277
-0.0158691	0.000305176	-0.015564
-0.015564	-0.00244141	-0.0180054
-0.0164795	-0.00457764	-0.0210571
-0.0177002	-0.00640869	-0.0241089
-0.020752	-0.00701904	-0.027771
-0.0250244	-0.00823975	-0.0332642
-0.0308228	-0.00976563	-0.0405884
-0.0384521	-0.00915527	-0.0476074
-0.0457764	-0.00762939	-0.0534058
-0.0521851	-0.00640869	-0.0585938
-0.0585938	-0.00427246	-0.0628662
-0.0631714	-0.00244141	-0.0656128
-0.0637817	-0.00274658	-0.0665283
-0.06073	-0.00518799	-0.065918
-0.0546265	-0.00823975	-0.0628662
-0.0469971	-0.0115967	-0.0585938
-0.0384521	-0.0146484	-0.0531006
-0.0314331	-0.0177002	-0.0491333
-0.0256348	-0.0198364	-0.0454712
-0.0210571	-0.0204468	-0.0415039
-0.0189209	-0.0186157	-0.0375366
-0.0186157	-0.0158691	-0.0344849
-0.0186157	-0.0137329	-0.0323486
-0.0201416	-0.012207	-0.0323486
-0.0222778	-0.00946045	-0.0317383
-0.022583	-0.00640869	-0.0289917
-0.0213623	-0.00396729	-0.0253296
-0.0222778	-0.00244141	-0.0247192
-0.0268555	-0.0012207	-0.0280762
-0.0302124	0.000610352	-0.0296021
-0.0311279	0.0012207	-0.0299072
-0.0317383	0.000915527	-0.0308228
-0.03479	0.00152588	-0.0332642
-0.0396729	0.00366211	-0.0360107
-0.0436401	0.00549316	-0.038147
-0.0476074	0.00549316	-0.0421143
-0.0521851	0.00335693	-0.0488281
-0.0531006	-0.000915527	-0.0540161
-0.0454712	-0.00701904	-0.0524902
-0.032959	-0.0125122	-0.0454712
-0.0192261	-0.0140381	-0.0332642
-0.00549316	-0.00976563	-0.0152588
0.0100708	0.00213623	0.012207
0.0338745	0.0192261	0.0531006
0.0686646	0.0402832	0.108948
0.112	0.0643921	0.176392
0.158691	0.0930786	0.25177
0.203247	0.125427	0.328674
0.244751	0.158386	0.403137
0.276489	0.193176	0.469666
0.28595	0.235901	0.521851
0.276184	0.276489	0.552673
0.250244	0.307007	0.557251
0.204773	0.329285	0.534058
0.140381	0.346985	0.487366
0.06073	0.358887	0.419617
-0.027771	0.361938	0.334167
-0.116882	0.353394	0.236511
-0.194092	0.332947	0.138855
-0.25238	0.301819	0.0494385
-0.288391	0.261841	-0.0265503
-0.303345	0.214539	-0.0888062
-0.297546	0.163269	-0.134277
-0.274353	0.111694	-0.162659
-0.240479	0.0631714	-0.177307
-0.201111	0.0216675	-0.179443
-0.158997	-0.010376	-0.169373
-0.119629	-0.0323486	-0.151978
-0.0878906	-0.0457764	-0.133667
-0.0646973	-0.0524902	-0.117188
-0.050354	-0.0524902	-0.102844
-0.0427246	-0.0469971	-0.0897217
-0.039978	-0.0369263	-0.0769043
-0.0408936	-0.0247192	-0.0656128
-0.0430298	-0.0137329	-0.0567627
-0.0460815	-0.00488281	-0.0509644
-0.050354	0.00274658	-0.0476074
-0.0524902	0.00946045	-0.0430298
-0.0512695	0.0152588	-0.0360107
-0.050354	0.0192261	-0.0311279
-0.0494385	0.0204468	-0.0289917
-0.0491333	0.0186157	-0.0305176
-0.0476074	0.0149536	-0.0326538
-0.0418091	0.0109863	-0.0308228
-0.0354004	0.00915527	-0.0262451
-0.0326538	0.00946045	-0.0231934
-0.0335693	0.0109863	-0.022583
-0.0378418	0.0146484	-0.0231934
-0.0430298	0.0189209	-0.0241089
-0.0479126	0.0231934	-0.0247192
-0.0558472	0.0323486	-0.0234985
-0.0643921	0.0418091	-0.022583
-0.067749	0.0445557	-0.0231934
-0.065918	0.0424194	-0.0234985
-0.0628662	0.0387573	-0.0241089
-0.0610352	0.0357056	-0.0253296
-0.0604248	0.0311279	-0.0292969
-0.0592041	0.0234985	-0.0357056
-0.0524902	0.0143433	-0.038147
-0.0418091	0.00488281	-0.0369263
-0.0296021	-0.00427246	-0.0338745
-0.0186157	-0.0112915	-0.0299072
-0.010376	-0.0149536	-0.0253296
-0.00732422	-0.0140381	-0.0213623
-0.00610352	-0.0112915	-0.017395
-0.00244141	-0.00946045	-0.0119019
0.00488281	-0.00915527	-0.00427246
0.0125122	-0.00976563	0.00274658
0.015564	-0.00823975	0.00732422
0.0125122	-0.00549316	0.00701904
0.00640869	-0.00274658	0.00366211
0.000305176	-0.00152588	-0.0012207
-0.00335693	-0.000915527	-0.00427246
-0.00396729	-0.000610352	-0.00457764
-0.00366211	-0.000305176	-0.00396729
-0.00427246	0	-0.00427246
-0.00457764	0.000305176	-0.00427246
-0.00396729	0.000610352	-0.00335693
-0.00335693	0.000915527	-0.00244141
-0.00396729	0.00183105	-0.00213623
-0.00427246	0.00274658	-0.00152588
-0.00488281	0.00396729	-0.000915527
-0.00976563	0.00671387	-0.00305176
-0.0146484	0.010376	-0.00427246
-0.0167847	0.0112915	-0.00549316
-0.0177002	0.0106812	-0.00701904
-0.0158691	0.00854492	-0.00732422
-0.0112915	0.00488281	-0.00640869
-0.00732422	0.00152588	-0.00579834
-0.00244141	-0.000610352	-0.00305176
0.00610352	-0.00366211	0.00244141
0.0161743	-0.00946045	0.00671387
0.0271606	-0.0180054	0.00915527
0.0378418	-0.0271606	0.0106812
0.0418091	-0.0302124	0.0115967
0.0384521	-0.0268555	0.0115967
0.0338745	-0.022583	0.0112915
0.0308228	-0.0210571	0.00976563
0.0265503	-0.020752	0.00579834
0.0201416	-0.0195313	0.000610352
0.0152588	-0.0189209	-0.00366211
0.0180054	-0.0192261	-0.0012207
0.0259399	-0.0201416	0.00579834
0.0332642	-0.0213623	0.0119019
0.0372314	-0.0210571	0.0161743
0.0418091	-0.0192261	0.022583
0.0512695	-0.0192261	0.0320435
0.0650024	-0.0222778	0.0427246
0.0796509	-0.0256348	0.0540161
0.0921631	-0.0280762	0.0640869
0.100708	-0.0292969	0.0714111
0.106812	-0.0311279	0.0756836
0.112	-0.0338745	0.078125
0.116272	-0.0375366	0.0787354
0.119629	-0.0415039	0.078125
0.12207	-0.0457764	0.0762939
0.125122	-0.0500488	0.0750732
0.128479	-0.0534058	0.0750732
0.129395	-0.0537109	0.0756836
0.126648	-0.0512695	0.0753784
0.12146	-0.0457764	0.0756836
0.116882	-0.0390625	0.0778198
0.118103	-0.032959	0.085144
0.121765	-0.0268555	0.0949097
0.123901	-0.0192261	0.104675
0.128479	-0.0152588	0.11322
0.136414	-0.015564	0.12085
0.140991	-0.0140381	0.126953
0.142212	-0.00976563	0.132446
0.144348	-0.00701904	0.137329
0.14801	-0.00793457	0.140076
0.148621	-0.00854492	0.140076
0.141602	-0.00488281	0.136719
0.131226	0.00183105	0.133057
0.118103	0.0109863	0.129089
0.107117	0.0180054	0.125122
0.0997925	0.0210571	0.12085
0.0927734	0.0228882	0.115662
0.0848389	0.0256348	0.110474
0.0765991	0.0280762	0.104675
0.0686646	0.0296021	0.0982666
0.0631714	0.0280762	0.0912476
0.0598145	0.0231934	0.0830078
0.0546265	0.0201416	0.0747681
0.0479126	0.0198364	0.067749
0.0421143	0.0183105	0.0604248
0.03479	0.0158691	0.0506592
0.0186157	0.020752	0.0393677
-0.00183105	0.0299072	0.0280762
-0.0164795	0.0360107	0.0195313
-0.0262451	0.0393677	0.0131226
-0.0314331	0.0408936	0.00946045
-0.03479	0.0405884	0.00579834
-0.0390625	0.0402832	0.0012207
-0.043335	0.0405884	-0.00274658
-0.0457764	0.0402832	-0.00549316
-0.0460815	0.0384521	-0.00762939
-0.0448608	0.0363159	-0.00854492
-0.0430298	0.0335693	-0.00946045
-0.043335	0.0314331	-0.0119019
-0.0454712	0.0299072	-0.015564
