L I	L III	L II(Calc.)
0.16449	-0.0457764	0.118713
0.172729	-0.0497437	0.122986
0.179138	-0.0515747	0.127563
0.181274	-0.0500488	0.131226
0.180969	-0.045166	0.135803
0.178833	-0.0378418	0.140991
0.176697	-0.0317383	0.144958
0.173645	-0.0280762	0.145569
0.168152	-0.0238037	0.144348
0.164185	-0.0183105	0.145874
0.162659	-0.0125122	0.150146
0.160522	-0.00610352	0.154419
0.158997	-0.00183105	0.157166
0.161133	-0.00183105	0.159302
0.167542	-0.00549316	0.162048
0.174561	-0.0100708	0.16449
0.180664	-0.0137329	0.166931
0.184631	-0.0170898	0.167542
0.184937	-0.0186157	0.166321
0.180359	-0.0180054	0.162354
0.170288	-0.0137329	0.156555
0.158081	-0.0088501	0.149231
0.148926	-0.00793457	0.140991
0.141907	-0.00976563	0.132141
0.131531	-0.0088501	0.122681
0.117798	-0.00305176	0.114746
0.103455	0.00366211	0.107117
0.0915527	0.00762939	0.0991821
0.0830078	0.0088501	0.0918579
0.0762939	0.00854492	0.0848389
0.0692749	0.00823975	0.0775146
0.06073	0.00854492	0.0692749
0.050354	0.0100708	0.0604248
0.0378418	0.0125122	0.050354
0.0244141	0.0152588	0.0396729
0.012207	0.0177002	0.0299072
0.00213623	0.0189209	0.0210571
-0.00549316	0.0180054	0.0125122
-0.0119019	0.0161743	0.00427246
-0.0186157	0.015564	-0.00305176
-0.0250244	0.0149536	-0.0100708
-0.0305176	0.0143433	-0.0161743
-0.0341797	0.0128174	-0.0213623
-0.0363159	0.0119019	-0.0244141
-0.0402832	0.0128174	-0.0274658
-0.050354	0.0189209	-0.0314331
-0.0622559	0.0268555	-0.0354004
-0.0692749	0.0299072	-0.0393677
-0.0735474	0.0302124	-0.043335
-0.0778198	0.0311279	-0.0466919
-0.0808716	0.0317383	-0.0491333
-0.0823975	0.0311279	-0.0512695
-0.0820923	0.0280762	-0.0540161
-0.0787354	0.022583	-0.0561523
-0.0732422	0.0152588	-0.0579834
-0.0698853	0.0112915	-0.0585938
-0.0683594	0.00976563	-0.0585938
-0.0665283	0.00823975	-0.0582886
-0.0653076	0.00701904	-0.0582886
-0.0653076	0.00640869	-0.0588989
-0.0668335	0.00732422	-0.0595093
-0.0708008	0.00976563	-0.0610352
-0.0753784	0.0125122	-0.0628662
-0.0775146	0.0140381	-0.0634766
-0.0762939	0.0131226	-0.0631714
-0.0708008	0.010376	-0.0604248
-0.0643921	0.00701904	-0.057373
-0.0582886	0.00427246	-0.0540161
-0.0527954	0.00152588	-0.0512695
-0.0485229	0.000610352	-0.0479126
-0.0457764	0.00183105	-0.0439453
-0.0457764	0.00579834	-0.039978
-0.0473022	0.0106812	-0.0366211
-0.0488281	0.0143433	-0.0344849
-0.0506592	0.0170898	-0.0335693
-0.0549316	0.0213623	-0.0335693
-0.0598145	0.0253296	-0.0344849
-0.062561	0.0271606	-0.0354004
-0.0628662	0.0271606	-0.0357056
-0.0616455	0.0253296	-0.0363159
-0.0588989	0.022583	-0.0363159
-0.055542	0.0201416	-0.0354004
-0.0527954	0.0180054	-0.03479
-0.0506592	0.0161743	-0.0344849
-0.0491333	0.0146484	-0.0344849
-0.0491333	0.0146484	-0.0344849
-0.0488281	0.0149536	-0.0338745
-0.0469971	0.0140381	-0.032959
-0.043335	0.0109863	-0.0323486
-0.039978	0.00793457	-0.0320435
-0.038147	0.00610352	-0.0320435
-0.0393677	0.00701904	-0.0323486
-0.0436401	0.0109863	-0.0326538
-0.0497437	0.0177002	-0.0320435
-0.0546265	0.0241089	-0.0305176
-0.0579834	0.0286865	-0.0292969
-0.0613403	0.0326538	-0.0286865
-0.0643921	0.0363159	-0.0280762
-0.0692749	0.0415039	-0.027771
-0.0732422	0.0466919	-0.0265503
-0.0732422	0.0473022	-0.0259399
-0.0671387	0.0421143	-0.0250244
-0.0576782	0.0326538	-0.0250244
-0.0482178	0.0231934	-0.0250244
-0.0415039	0.0158691	-0.0256348
-0.0372314	0.010376	-0.0268555
-0.0323486	0.00457764	-0.027771
-0.0253296	-0.00152588	-0.0268555
-0.0204468	-0.00427246	-0.0247192
-0.0186157	-0.00335693	-0.0219727
-0.0161743	-0.00305176	-0.0192261
-0.0143433	-0.00213623	-0.0164795
-0.015564	0.000915527	-0.0146484
-0.0186157	0.00549316	-0.0131226
-0.0201416	0.00793457	-0.012207
-0.0192261	0.00762939	-0.0115967
-0.0180054	0.00549316	-0.0125122
-0.0183105	0.00335693	-0.0149536
-0.0204468	0.0012207	-0.0192261
-0.0247192	0.000915527	-0.0238037
-0.0305176	0.00244141	-0.0280762
-0.0350952	0.00274658	-0.0323486
-0.0366211	0.0012207	-0.0354004
-0.0357056	-0.00213623	-0.0378418
-0.0335693	-0.00549316	-0.0390625
-0.0308228	-0.00793457	-0.0387573
-0.0289917	-0.00854492	-0.0375366
-0.0280762	-0.00823975	-0.0363159
-0.0265503	-0.0088501	-0.0354004
-0.0250244	-0.00976563	-0.03479
-0.0247192	-0.00854492	-0.0332642
-0.0253296	-0.00610352	-0.0314331
-0.0247192	-0.00488281	-0.0296021
-0.0241089	-0.00427246	-0.0283813
-0.0259399	-0.00213623	-0.0280762
-0.0292969	0	-0.0292969
-0.0308228	0.000305176	-0.0305176
-0.0296021	-0.000915527	-0.0305176
-0.0265503	-0.00274658	-0.0292969
-0.0244141	-0.00396729	-0.0283813
-0.0247192	-0.00305176	-0.027771
-0.0238037	-0.00335693	-0.0271606
-0.0189209	-0.00762939	-0.0265503
-0.0109863	-0.0140381	-0.0250244
-0.00671387	-0.0164795	-0.0231934
-0.00915527	-0.0125122	-0.0216675
-0.0131226	-0.00701904	-0.0201416
-0.0161743	-0.00335693	-0.0195313
-0.0186157	-0.000610352	-0.0192261
-0.0219727	0.00213623	-0.0198364
-0.0271606	0.00671387	-0.0204468
-0.0338745	0.0115967	-0.0222778
-0.039978	0.0161743	-0.0238037
-0.0436401	0.0180054	-0.0256348
-0.0476074	0.0204468	-0.0271606
-0.0509644	0.0219727	-0.0289917
-0.0524902	0.0204468	-0.0320435
-0.0527954	0.017395	-0.0354004
-0.0494385	0.012207	-0.0372314
-0.0424194	0.00549316	-0.0369263
-0.0341797	-0.000915527	-0.0350952
-0.0274658	-0.00396729	-0.0314331
-0.0238037	-0.00396729	-0.027771
-0.0238037	-0.0012207	-0.0250244
-0.0244141	0.00183105	-0.022583
-0.0234985	0.00335693	-0.0201416
-0.0231934	0.00488281	-0.0183105
-0.0238037	0.00671387	-0.0170898
-0.0262451	0.00854492	-0.0177002
-0.0292969	0.0100708	-0.0192261
-0.0311279	0.010376	-0.020752
-0.0302124	0.00793457	-0.0222778
-0.027771	0.00305176	-0.0247192
-0.0253296	-0.00274658	-0.0280762
-0.022583	-0.00762939	-0.0302124
-0.017395	-0.0106812	-0.0280762
-0.0128174	-0.0115967	-0.0244141
-0.0109863	-0.010376	-0.0213623
-0.010376	-0.0088501	-0.0192261
-0.010376	-0.00610352	-0.0164795
-0.0115967	-0.00244141	-0.0140381
-0.0143433	0.00244141	-0.0119019
-0.0186157	0.00823975	-0.010376
-0.022583	0.0134277	-0.00915527
-0.0268555	0.0180054	-0.0088501
-0.0302124	0.0210571	-0.00915527
-0.0299072	0.0192261	-0.0106812
-0.0274658	0.0161743	-0.0112915
-0.0268555	0.0161743	-0.0106812
-0.0271606	0.0183105	-0.0088501
-0.0256348	0.0195313	-0.00610352
-0.0213623	0.0192261	-0.00213623
-0.015564	0.0177002	0.00213623
-0.00823975	0.015564	0.00732422
-0.000305176	0.0125122	0.012207
0.00823975	0.0088501	0.0170898
0.0170898	0.00396729	0.0210571
0.0253296	-0.00183105	0.0234985
0.0299072	-0.00488281	0.0250244
0.0299072	-0.00488281	0.0250244
0.0250244	-0.000915527	0.0241089
0.0189209	0.00366211	0.022583
0.0131226	0.00732422	0.0204468
0.00762939	0.0106812	0.0183105
0.00244141	0.0149536	0.017395
-0.00305176	0.0204468	0.017395
-0.00457764	0.0228882	0.0183105
-0.00183105	0.0213623	0.0195313
0.00305176	0.0170898	0.0201416
0.00823975	0.012207	0.0204468
0.0140381	0.00701904	0.0210571
0.022583	-0.0012207	0.0213623
0.0317383	-0.0112915	0.0204468
0.0393677	-0.0210571	0.0183105
0.043335	-0.0280762	0.0152588
0.0418091	-0.0296021	0.012207
0.0357056	-0.0250244	0.0106812
0.0262451	-0.0177002	0.00854492
0.0131226	-0.00854492	0.00457764
0.00213623	-0.00183105	0.000305176
-0.0012207	-0.000915527	-0.00213623
-0.000915527	-0.00335693	-0.00427246
-0.000305176	-0.00640869	-0.00671387
-0.000305176	-0.0106812	-0.0109863
-0.00152588	-0.0146484	-0.0161743
-0.00335693	-0.0189209	-0.0222778
-0.00366211	-0.0244141	-0.0280762
-0.00183105	-0.0323486	-0.0341797
0.0012207	-0.0415039	-0.0402832
0.00335693	-0.0494385	-0.0460815
0.00213623	-0.0524902	-0.050354
-0.00335693	-0.0500488	-0.0534058
-0.00946045	-0.0473022	-0.0567627
-0.0149536	-0.0439453	-0.0588989
-0.022583	-0.0378418	-0.0604248
-0.0299072	-0.0320435	-0.0619507
-0.0326538	-0.0292969	-0.0619507
-0.0317383	-0.0292969	-0.0610352
-0.0305176	-0.0302124	-0.06073
-0.0302124	-0.0302124	-0.0604248
-0.0296021	-0.0296021	-0.0592041
-0.0259399	-0.0299072	-0.0558472
-0.0189209	-0.0320435	-0.0509644
-0.0128174	-0.0344849	-0.0473022
-0.00946045	-0.0357056	-0.045166
-0.00854492	-0.0344849	-0.0430298
-0.00793457	-0.0320435	-0.039978
-0.00946045	-0.0271606	-0.0366211
-0.0149536	-0.020752	-0.0357056
-0.0210571	-0.0161743	-0.0372314
-0.0265503	-0.012207	-0.0387573
-0.0317383	-0.00915527	-0.0408936
-0.0372314	-0.00823975	-0.0454712
-0.0408936	-0.010376	-0.0512695
-0.0430298	-0.0137329	-0.0567627
-0.045166	-0.0164795	-0.0616455
-0.045166	-0.020752	-0.065918
-0.043335	-0.0259399	-0.0692749
-0.043335	-0.0296021	-0.072937
-0.0415039	-0.0354004	-0.0769043
-0.038147	-0.0424194	-0.0805664
-0.0332642	-0.0476074	-0.0808716
-0.0253296	-0.0518799	-0.0772095
-0.0140381	-0.0549316	-0.0689697
0.00366211	-0.0570679	-0.0534058
0.0283813	-0.0567627	-0.0283813
0.057373	-0.0506592	0.00671387
0.0912476	-0.0390625	0.0521851
0.131226	-0.0198364	0.111389
0.175476	0.00823975	0.183716
0.220032	0.0442505	0.264282
0.261536	0.0866699	0.348206
0.295715	0.134583	0.430298
0.318909	0.186768	0.505676
0.325012	0.24353	0.568542
0.314331	0.296631	0.610962
0.286865	0.33905	0.625916
0.239258	0.371094	0.610352
0.172424	0.392761	0.565186
0.093689	0.401917	0.495605
0.00976563	0.397644	0.40741
-0.0720215	0.379028	0.307007
-0.146179	0.34729	0.201111
-0.207825	0.304871	0.0970459
-0.255127	0.256958	0.00183105
-0.286865	0.207214	-0.0796509
-0.300598	0.158691	-0.141907
-0.296326	0.11261	-0.183716
-0.275269	0.0695801	-0.205688
-0.243225	0.0305176	-0.212708
-0.206299	-0.00152588	-0.207825
-0.170288	-0.0259399	-0.196228
-0.137024	-0.0436401	-0.180664
-0.107117	-0.0564575	-0.163574
-0.0823975	-0.0646973	-0.147095
-0.0628662	-0.0692749	-0.132141
-0.0466919	-0.0726318	-0.119324
-0.032959	-0.0747681	-0.107727
-0.0241089	-0.0732422	-0.0973511
-0.0198364	-0.0683594	-0.0881958
-0.0192261	-0.0616455	-0.0808716
-0.0204468	-0.0543213	-0.0747681
-0.0234985	-0.0454712	-0.0689697
-0.0265503	-0.0372314	-0.0637817
-0.0289917	-0.0305176	-0.0595093
-0.0332642	-0.0228882	-0.0561523
-0.0357056	-0.0161743	-0.0518799
-0.0350952	-0.0143433	-0.0494385
-0.0317383	-0.0170898	-0.0488281
-0.0262451	-0.0228882	-0.0491333
-0.0216675	-0.0274658	-0.0491333
-0.0195313	-0.0299072	-0.0494385
-0.015564	-0.0338745	-0.0494385
-0.00915527	-0.0411987	-0.050354
-0.00244141	-0.0485229	-0.0509644
0.0012207	-0.0527954	-0.0515747
0.00244141	-0.0546265	-0.0521851
0.00274658	-0.0537109	-0.0509644
0.00274658	-0.0500488	-0.0473022
0.000610352	-0.0445557	-0.0439453
-0.00213623	-0.0390625	-0.0411987
-0.00305176	-0.0350952	-0.038147
-0.00396729	-0.0308228	-0.03479
-0.00427246	-0.0271606	-0.0314331
-0.00274658	-0.0259399	-0.0286865
0.000610352	-0.0271606	-0.0265503
0.00427246	-0.0305176	-0.0262451
0.00732422	-0.03479	-0.0274658
0.00946045	-0.0393677	-0.0299072
0.0131226	-0.043335	-0.0302124
0.0180054	-0.0476074	-0.0296021
0.0201416	-0.0512695	-0.0311279
0.0186157	-0.0518799	-0.0332642
0.0149536	-0.0491333	-0.0341797
0.0115967	-0.0439453	-0.0323486
0.00701904	-0.0372314	-0.0302124
0.00213623	-0.0302124	-0.0280762
-0.0012207	-0.0247192	-0.0259399
-0.00244141	-0.0213623	-0.0238037
-0.000915527	-0.0210571	-0.0219727
0.00335693	-0.0234985	-0.0201416
0.00671387	-0.0253296	-0.0186157
0.00854492	-0.0253296	-0.0167847
0.00946045	-0.0250244	-0.015564
0.00976563	-0.0244141	-0.0146484
0.00976563	-0.0238037	-0.0140381
0.00854492	-0.022583	-0.0140381
0.00732422	-0.0219727	-0.0146484
0.00549316	-0.0210571	-0.015564
0.000915527	-0.0164795	-0.015564
-0.00427246	-0.010376	-0.0146484
-0.00701904	-0.00640869	-0.0134277
-0.00671387	-0.00518799	-0.0119019
-0.00427246	-0.00549316	-0.00976563
-0.0012207	-0.00640869	-0.00762939
0.00518799	-0.0100708	-0.00488281
0.0158691	-0.0170898	-0.0012207
0.0274658	-0.0247192	0.00274658
0.0375366	-0.0305176	0.00701904
0.0454712	-0.0344849	0.0109863
0.0527954	-0.0384521	0.0143433
0.0619507	-0.0448608	0.0170898
0.0732422	-0.0531006	0.0201416
0.0854492	-0.0622559	0.0231934
0.093689	-0.067749	0.0259399
0.0942993	-0.0671387	0.0271606
0.093689	-0.0653076	0.0283813
0.09552	-0.0640869	0.0314331
0.0970459	-0.06073	0.0363159
0.09552	-0.0558472	0.0396729
0.0918579	-0.050354	0.0415039
0.0878906	-0.0448608	0.0430298
0.0860596	-0.0411987	0.0448608
0.0878906	-0.0393677	0.0485229
0.0915527	-0.0390625	0.0524902
0.0967407	-0.0402832	0.0564575
0.102539	-0.0424194	0.0601196
0.108337	-0.0454712	0.0628662
0.114441	-0.0497437	0.0646973
0.121765	-0.0537109	0.0680542
0.129395	-0.0576782	0.0717163
0.137634	-0.0610352	0.0765991
0.146179	-0.0631714	0.0830078
0.154114	-0.0637817	0.090332
0.159912	-0.0637817	0.0961304
0.163574	-0.0631714	0.100403
0.167847	-0.0622559	0.105591
0.174866	-0.0616455	0.11322
0.180054	-0.0598145	0.120239
0.180359	-0.0546265	0.125732
0.178833	-0.0494385	0.129395
0.178223	-0.0457764	0.132446
0.177612	-0.0430298	0.134583
0.175781	-0.0393677	0.136414
0.173645	-0.0360107	0.137634
0.173645	-0.0350952	0.13855
0.173035	-0.0341797	0.138855
0.167236	-0.0283813	0.138855
0.159302	-0.0210571	0.138245
0.153809	-0.0164795	0.137329
0.149841	-0.0131226	0.136719
0.14679	-0.0106812	0.136108
0.143738	-0.0088501	0.134888
0.13855	-0.00488281	0.133667
0.129395	0.00213623	0.131531
0.118103	0.00946045	0.127563
0.110474	0.0131226	0.123596
0.108643	0.0112915	0.119934
0.106812	0.00793457	0.114746
0.103149	0.00518799	0.108337
0.0967407	0.00427246	0.101013
0.0881958	0.00518799	0.0933838
0.0787354	0.00640869	0.085144
0.071106	0.00640869	0.0775146
0.0604248	0.00946045	0.0698853
0.0466919	0.0152588	0.0619507
0.0350952	0.0186157	0.0537109
0.0274658	0.0183105	0.0457764
0.0213623	0.0167847	0.038147
0.015564	0.015564	0.0311279
0.010376	0.0137329	0.0241089
0.00610352	0.0112915	0.017395
0.00152588	0.00946045	0.0109863
-0.0012207	0.00610352	0.00488281
-0.00274658	0.0012207	-0.00152588
-0.00396729	-0.00396729	-0.00793457
-0.00549316	-0.0088501	-0.0143433
-0.00946045	-0.0109863	-0.0204468
-0.0164795	-0.00976563	-0.0262451
-0.0241089	-0.00671387	-0.0308228
-0.0296021	-0.00427246	-0.0338745
-0.0341797	-0.00274658	-0.0369263
-0.039978	-0.000305176	-0.0402832
-0.0457764	0.00183105	-0.0439453
-0.0494385	0.00274658	-0.0466919
-0.0527954	0.00488281	-0.0479126
-0.0570679	0.0088501	-0.0482178
-0.06073	0.0128174	-0.0479126
-0.0619507	0.0140381	-0.0479126
-0.0616455	0.0125122	-0.0491333
-0.0610352	0.0100708	-0.0509644
-0.0604248	0.00854492	-0.0518799
-0.0588989	0.00671387	-0.0521851
-0.055542	0.00396729	-0.0515747
-0.0518799	0.000305176	-0.0515747
-0.0491333	-0.00274658	-0.0518799
-0.0476074	-0.00488281	-0.0524902
-0.0482178	-0.00518799	-0.0534058
-0.0509644	-0.00366211	-0.0546265
-0.0546265	-0.00152588	-0.0561523
-0.0576782	0.000610352	-0.0570679
-0.0601196	0.00274658	-0.057373
-0.0622559	0.00549316	-0.0567627
-0.0628662	0.00701904	-0.0558472
-0.0619507	0.00701904	-0.0549316
-0.0604248	0.00701904	-0.0534058
-0.057373	0.00732422	-0.0500488
-0.0531006	0.00701904	-0.0460815
-0.0488281	0.00610352	-0.0427246
-0.0442505	0.00518799	-0.0390625
-0.0393677	0.00244141	-0.0369263
-0.03479	-0.000915527	-0.0357056
-0.0341797	0.000610352	-0.0335693
-0.0369263	0.00457764	-0.0323486
-0.0390625	0.00732422	-0.0317383
-0.0396729	0.00701904	-0.0326538
-0.0393677	0.00488281	-0.0344849
-0.0390625	0.00183105	-0.0372314
-0.0387573	-0.000610352	-0.0393677
-0.0411987	0.000305176	-0.0408936
-0.045166	0.00396729	-0.0411987
-0.0460815	0.00488281	-0.0411987
-0.0439453	0.00274658	-0.0411987
-0.0415039	-0.000305176	-0.0418091
-0.039978	-0.00244141	-0.0424194
-0.0372314	-0.00396729	-0.0411987
-0.0350952	-0.00335693	-0.0384521
-0.03479	-0.00152588	-0.0363159
-0.0354004	0.000305176	-0.0350952
-0.0369263	0.00274658	-0.0341797
-0.0363159	0.00335693	-0.032959
-0.0320435	0.00183105	-0.0302124
-0.0271606	0.0012207	-0.0259399
-0.0253296	0.00152588	-0.0238037
-0.0250244	0.00152588	-0.0234985
-0.0256348	0.00244141	-0.0231934
-0.0283813	0.00579834	-0.022583
-0.0332642	0.012207	-0.0210571
-0.0378418	0.0177002	-0.0201416
-0.0387573	0.0192261	-0.0195313
-0.0375366	0.0180054	-0.0195313
-0.0363159	0.0164795	-0.0198364
-0.0366211	0.015564	-0.0210571
-0.0384521	0.0158691	-0.022583
-0.0393677	0.0146484	-0.0247192
-0.0372314	0.0106812	-0.0265503
-0.0326538	0.00427246	-0.0283813
-0.0265503	-0.00335693	-0.0299072
-0.0210571	-0.010376	-0.0314331
-0.0167847	-0.0146484	-0.0314331
-0.0161743	-0.0152588	-0.0314331
-0.0189209	-0.0125122	-0.0314331
-0.0244141	-0.00671387	-0.0311279
-0.0344849	0.00366211	-0.0308228
-0.0421143	0.0128174	-0.0292969
-0.0439453	0.0161743	-0.027771
-0.043335	0.0170898	-0.0262451
-0.0439453	0.0186157	-0.0253296
-0.0442505	0.0189209	-0.0253296
-0.0418091	0.0161743	-0.0256348
-0.0366211	0.0100708	-0.0265503
-0.0302124	0.00274658	-0.0274658
-0.0247192	-0.00427246	-0.0289917
-0.0201416	-0.0106812	-0.0308228
-0.0158691	-0.0170898	-0.032959
-0.0143433	-0.020752	-0.0350952
-0.0170898	-0.020752	-0.0378418
-0.0241089	-0.0170898	-0.0411987
-0.0302124	-0.0134277	-0.0436401
-0.0317383	-0.0128174	-0.0445557
-0.0305176	-0.0128174	-0.043335
-0.0296021	-0.0119019	-0.0415039
-0.0320435	-0.00732422	-0.0393677
-0.0360107	-0.00152588	-0.0375366
-0.0366211	0.00152588	-0.0350952
-0.0360107	0.00274658	-0.0332642
-0.0354004	0.00457764	-0.0308228
-0.03479	0.00518799	-0.0296021
-0.03479	0.00549316	-0.0292969
-0.0363159	0.00640869	-0.0299072
-0.0390625	0.00732422	-0.0317383
-0.0418091	0.00732422	-0.0344849
-0.043335	0.00610352	-0.0372314
-0.0430298	0.00366211	-0.0393677
-0.0411987	0	-0.0411987
-0.0378418	-0.00457764	-0.0424194
-0.0357056	-0.00823975	-0.0439453
-0.0360107	-0.00946045	-0.0454712
-0.0378418	-0.00915527	-0.0469971
-0.0387573	-0.0088501	-0.0476074
-0.0363159	-0.00946045	-0.0457764
-0.0317383	-0.0109863	-0.0427246
-0.0289917	-0.0119019	-0.0408936
-0.0299072	-0.0106812	-0.0405884
-0.0323486	-0.00762939	-0.039978
-0.0332642	-0.00549316	-0.0387573
-0.0326538	-0.00427246	-0.0369263
-0.0320435	-0.00396729	-0.0360107
-0.0326538	-0.00335693	-0.0360107
-0.0369263	-0.00152588	-0.0384521
-0.0430298	0	-0.0430298
-0.0479126	0.000915527	-0.0469971
-0.0482178	0.00152588	-0.0466919
-0.045166	0.0012207	-0.0439453
-0.0415039	0.000305176	-0.0411987
-0.039978	-0.0012207	-0.0411987
-0.039978	-0.00152588	-0.0415039
-0.0390625	-0.0012207	-0.0402832
-0.0366211	-0.0012207	-0.0378418
-0.03479	0	-0.03479
-0.0354004	0.00244141	-0.032959
-0.0366211	0.00335693	-0.0332642
-0.0363159	0.0012207	-0.0350952
-0.0363159	-0.0012207	-0.0375366
-0.0369263	-0.00274658	-0.0396729
-0.0369263	-0.00427246	-0.0411987
-0.0357056	-0.00549316	-0.0411987
-0.0335693	-0.00701904	-0.0405884
-0.0296021	-0.00976563	-0.0393677
-0.0250244	-0.0134277	-0.0384521
-0.022583	-0.0146484	-0.0372314
-0.0222778	-0.0134277	-0.0357056
-0.0228882	-0.00976563	-0.0326538
-0.0231934	-0.00579834	-0.0289917
-0.0234985	-0.0012207	-0.0247192
-0.0271606	0.00671387	-0.0204468
-0.032959	0.0167847	-0.0161743
-0.0372314	0.0259399	-0.0112915
-0.0384521	0.0320435	-0.00640869
-0.0363159	0.03479	-0.00152588
-0.0326538	0.0350952	0.00244141
-0.0305176	0.0357056	0.00518799
-0.0286865	0.0354004	0.00671387
-0.0265503	0.0344849	0.00793457
-0.022583	0.0311279	0.00854492
-0.017395	0.0250244	0.00762939
-0.0119019	0.0183105	0.00640869
-0.00640869	0.0128174	0.00640869
-0.000915527	0.00915527	0.00823975
0.00366211	0.00762939	0.0112915
0.00701904	0.00640869	0.0134277
0.00976563	0.00518799	0.0149536
0.0109863	0.00488281	0.0158691
0.00915527	0.00701904	0.0161743
0.00610352	0.0100708	0.0161743
0.00152588	0.0143433	0.0158691
-0.00244141	0.0189209	0.0164795
-0.00549316	0.0228882	0.017395
-0.00823975	0.0265503	0.0183105
-0.010376	0.0296021	0.0192261
-0.012207	0.0314331	0.0192261
-0.0137329	0.0332642	0.0195313
-0.0128174	0.0326538	0.0198364
-0.00518799	0.0262451	0.0210571
0.00732422	0.0149536	0.0222778
0.0192261	0.00335693	0.022583
0.0265503	-0.00579834	0.020752
0.0311279	-0.0131226	0.0180054
0.0335693	-0.0195313	0.0140381
0.0350952	-0.0241089	0.0109863
0.0338745	-0.0262451	0.00762939
0.0286865	-0.0244141	0.00427246
0.0204468	-0.0201416	0.000305176
0.010376	-0.015564	-0.00518799
0.00152588	-0.0109863	-0.00946045
-0.00457764	-0.00701904	-0.0115967
-0.0106812	-0.00396729	-0.0146484
-0.0164795	-0.00274658	-0.0192261
-0.0210571	-0.00427246	-0.0253296
-0.0250244	-0.00610352	-0.0311279
-0.0299072	-0.00732422	-0.0372314
-0.0332642	-0.0100708	-0.043335
-0.0335693	-0.0152588	-0.0488281
-0.0341797	-0.0189209	-0.0531006
-0.0378418	-0.0180054	-0.0558472
-0.0439453	-0.0149536	-0.0588989
-0.0506592	-0.0106812	-0.0613403
-0.0598145	-0.00244141	-0.0622559
-0.0653076	0.00366211	-0.0616455
-0.0640869	0.00366211	-0.0604248
-0.0592041	0.000305176	-0.0588989
-0.0524902	-0.00427246	-0.0567627
-0.045166	-0.00915527	-0.0543213
-0.0378418	-0.0140381	-0.0518799
-0.0305176	-0.0192261	-0.0497437
-0.0231934	-0.0253296	-0.0485229
-0.0158691	-0.032959	-0.0488281
-0.00915527	-0.039978	-0.0491333
-0.00366211	-0.043335	-0.0469971
-0.00305176	-0.0421143	-0.045166
-0.00671387	-0.0378418	-0.0445557
-0.012207	-0.0326538	-0.0448608
-0.017395	-0.0259399	-0.043335
-0.0219727	-0.0192261	-0.0411987
-0.0265503	-0.0131226	-0.0396729
-0.0296021	-0.00854492	-0.038147
-0.0314331	-0.00671387	-0.038147
-0.0323486	-0.00732422	-0.0396729
-0.0338745	-0.0088501	-0.0427246
-0.0378418	-0.00946045	-0.0473022
-0.0439453	-0.00854492	-0.0524902
-0.0506592	-0.00640869	-0.0570679
-0.0558472	-0.00610352	-0.0619507
-0.0592041	-0.00762939	-0.0668335
-0.0601196	-0.0109863	-0.071106
-0.0595093	-0.0119019	-0.0714111
-0.0546265	-0.0109863	-0.0656128
-0.0396729	-0.0131226	-0.0527954
-0.0146484	-0.0170898	-0.0317383
0.0164795	-0.0180054	-0.00152588
0.0509644	-0.0115967	0.0393677
0.0854492	0.00640869	0.0918579
0.122681	0.0338745	0.156555
0.167542	0.0656128	0.233154
0.216675	0.100708	0.317383
0.26123	0.142517	0.403748
0.295715	0.190735	0.48645
0.318604	0.24292	0.561523
0.326843	0.294189	0.621033
0.317688	0.339355	0.657043
0.290527	0.374756	0.665283
0.248413	0.397644	0.646057
0.19165	0.407715	0.599365
0.123596	0.404968	0.528564
0.0521851	0.388489	0.440674
-0.0198364	0.357666	0.33783
-0.0897217	0.316467	0.226746
-0.149841	0.267334	0.117493
-0.193481	0.211182	0.0177002
-0.217285	0.152283	-0.0650024
-0.222473	0.093689	-0.128784
-0.211792	0.0375366	-0.174255
-0.190125	-0.0119019	-0.202026
-0.166321	-0.0482178	-0.214539
-0.144348	-0.0698853	-0.214233
-0.119934	-0.0836182	-0.203552
-0.0949097	-0.0912476	-0.186157
-0.0744629	-0.0918579	-0.166321
-0.0601196	-0.085144	-0.145264
-0.0518799	-0.0738525	-0.125732
-0.0463867	-0.0619507	-0.108337
-0.0415039	-0.0521851	-0.093689
-0.038147	-0.0445557	-0.0827026
-0.0350952	-0.0393677	-0.0744629
-0.0323486	-0.0372314	-0.0695801
-0.0311279	-0.0369263	-0.0680542
-0.0308228	-0.0360107	-0.0668335
-0.0308228	-0.0335693	-0.0643921
-0.0311279	-0.0305176	-0.0616455
-0.0320435	-0.027771	-0.0598145
-0.0335693	-0.0247192	-0.0582886
-0.03479	-0.0216675	-0.0564575
-0.03479	-0.0180054	-0.0527954
-0.0332642	-0.0152588	-0.0485229
-0.0323486	-0.0128174	-0.045166
-0.0314331	-0.0112915	-0.0427246
-0.0296021	-0.0115967	-0.0411987
-0.0286865	-0.0119019	-0.0405884
-0.0289917	-0.0125122	-0.0415039
-0.0292969	-0.0134277	-0.0427246
-0.0286865	-0.0149536	-0.0436401
-0.0302124	-0.0140381	-0.0442505
-0.0341797	-0.0106812	-0.0448608
-0.0384521	-0.00701904	-0.0454712
-0.0396729	-0.00610352	-0.0457764
-0.0372314	-0.00762939	-0.0448608
-0.03479	-0.00854492	-0.043335
-0.0338745	-0.00762939	-0.0415039
-0.032959	-0.00610352	-0.0390625
-0.0308228	-0.00549316	-0.0363159
